file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
vcfs_1.25.21/Passage_1_R.vcf	E	0	0	0	0	164.166666666667	60.8333333333334	0	0	0	0	*	*	*
vcfs_1.25.21/Passage_1_R.vcf	M	0.246481956698618	0	0.143873	0	502.381291	163.618709	0.000490627260836069	0	0.00028638208185185	0	0.246347119742	0.246347119742	*
vcfs_1.25.21/Passage_1_R.vcf	N	0.250845059869459	0	0.147032	0	959.166666666664	297.833333333333	0.000261523954685797	0	0.000153291398783667	0	0.250827181952	0.250827181952	*
vcfs_1.25.21/Passage_1_R.vcf	S	0.160062299649381	0	0.083502	0	2926.63756666666	892.362433333337	5.46915345693749e-05	0	2.85317187721013e-05	0	0.080008495596	0.080008495596	*
vcfs_1.25.21/Passage_1_R.vcf	orf10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
vcfs_1.25.21/Passage_1_R.vcf	orf1ab	0.292807016699591	0	0.158617	0	16372.4200219995	4915.57997799999	1.78841622867083e-05	0	9.68806076235935e-06	0	0.145056920175	0.145056920175	*
vcfs_1.25.21/Passage_1_R.vcf	orf3a	0	0	0	0	628.333333333333	196.666666666667	0	0	0	0	*	*	*
vcfs_1.25.21/Passage_1_R.vcf	orf6	0	0	0	0	146	37	0	0	0	0	*	*	*
vcfs_1.25.21/Passage_1_R.vcf	orf7a	0	0	0	0	274.333333333333	88.6666666666667	0	0	0	0	*	*	*
vcfs_1.25.21/Passage_1_R.vcf	orf8	0	0	0	0	280.166666666667	82.8333333333333	0	0	0	0	*	*	*
