file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
vcfs_1.25.21/Hamster_1_R.vcf	E	0	0	0	0	164.166666666667	60.8333333333334	0	0	0	0	*	*	*
vcfs_1.25.21/Hamster_1_R.vcf	M	0.469637610337303	0	0.624211	0	502.541403666667	163.458596333333	0.000934525209088663	0	0.00124210860129255	0	0.469143254958	0.469143254958	*
vcfs_1.25.21/Hamster_1_R.vcf	N	0.46965225806822	0	0.623268	0	959.166666666664	297.833333333333	0.000489646142208397	0	0.000649801563857517	0	0.469610000352	0.469610000352	*
vcfs_1.25.21/Hamster_1_R.vcf	S	1.46388222182605	0	1.066736	0	2926.46924999999	892.530750000004	0.00050022128946889	0	0.000364512970706937	0	0.182911154911	0.182911154911	*
vcfs_1.25.21/Hamster_1_R.vcf	orf10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
vcfs_1.25.21/Hamster_1_R.vcf	orf1ab	1.24515830913445	0.0821243554647191	0.979724	0.042857	16372.7452256662	4915.25477433332	7.60506739689882e-05	1.67080567000432e-05	5.98387128423747e-05	8.71918180595489e-06	0.146989587085556	0.1551082160835	0.082040555102
vcfs_1.25.21/Hamster_1_R.vcf	orf3a	0	0	0	0	628.333333333333	196.666666666667	0	0	0	0	*	*	*
vcfs_1.25.21/Hamster_1_R.vcf	orf6	0	0	0	0	146	37	0	0	0	0	*	*	*
vcfs_1.25.21/Hamster_1_R.vcf	orf7a	0	0	0	0	274.333333333333	88.6666666666667	0	0	0	0	*	*	*
vcfs_1.25.21/Hamster_1_R.vcf	orf8	0	0	0	0	280.166666666667	82.8333333333333	0	0	0	0	*	*	*
