file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
vcfs_1.25.21/Cat_2_R.vcf	E	0	0	0	0	164.166666666667	60.8333333333334	0	0	0	0	*	*	*
vcfs_1.25.21/Cat_2_R.vcf	M	0.501674052302942	0.0701364535151532	0.511628	0.03639	502.503876	163.496124	0.000998348622295883	0.000428979304213678	0.00101815732064124	0.00022257408377461	0.284930557516	0.499729579232	0.0701315358000001
vcfs_1.25.21/Cat_2_R.vcf	N	0.49458837116906	0.625507712712955	0.552211	0.391101	959.166666666664	297.833333333333	0.000515643827456884	0.00210019377519739	0.000575719548218942	0.00131315388919978	0.373328330510667	0.494548022958	0.312718484287
vcfs_1.25.21/Cat_2_R.vcf	S	1.80328349619726	0	1.177731	0	2926.16685466666	892.833145333337	0.000616261336335409	0	0.000402482516716964	0	0.257451763277429	0.257451763277429	*
vcfs_1.25.21/Cat_2_R.vcf	orf10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
vcfs_1.25.21/Cat_2_R.vcf	orf1ab	1.69567569467932	0.317933006148477	0.999279	0.167774	16372.4009966662	4915.59900333332	0.000103569152442858	6.46783852655359e-05	6.10343589925191e-05	3.41309370203368e-05	0.182726714496909	0.21182779232575	0.105123840286667
vcfs_1.25.21/Cat_2_R.vcf	orf3a	0	0	0	0	628.333333333333	196.666666666667	0	0	0	0	*	*	*
vcfs_1.25.21/Cat_2_R.vcf	orf6	0	0	0	0	146	37	0	0	0	0	*	*	*
vcfs_1.25.21/Cat_2_R.vcf	orf7a	0	0	0	0	274.333333333333	88.6666666666667	0	0	0	0	*	*	*
vcfs_1.25.21/Cat_2_R.vcf	orf8	0	0	0	0	280.166666666667	82.8333333333333	0	0	0	0	*	*	*
