file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
vcfs_1.25.21/Cat_4_R.vcf	E	0	0	0	0	164.166666666667	60.8333333333334	0	0	0	0	*	*	*
vcfs_1.25.21/Cat_4_R.vcf	M	0.493248255839916	0	0.559865	0	502.519955	163.480045	0.000981549590085264	0	0.00111411496086757	0	0.49283236355	0.49283236355	*
vcfs_1.25.21/Cat_4_R.vcf	N	0.484320307583947	0.245003673870761	0.588732	0.14291	959.166666666664	297.833333333333	0.000504938635187435	0.000822620057764167	0.000613795308427456	0.000479832120872972	0.364613364076	0.484253264352	0.2449734638
vcfs_1.25.21/Cat_4_R.vcf	S	1.31408071657141	0	0.99913	0	2926.44736799999	892.552632000004	0.000449036169568798	0	0.00034141396524853	0	0.218941432463333	0.218941432463333	*
vcfs_1.25.21/Cat_4_R.vcf	orf10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
vcfs_1.25.21/Cat_4_R.vcf	orf1ab	2.05380693499743	0.11505852864732	1.304932	0.061254	16372.7300686662	4915.26993133332	0.000125440713087182	2.34083845352739e-05	7.97015521863e-05	1.24619808994669e-05	0.196859769138546	0.2050453565556	0.115003894968
vcfs_1.25.21/Cat_4_R.vcf	orf3a	0	0	0	0	628.333333333333	196.666666666667	0	0	0	0	*	*	*
vcfs_1.25.21/Cat_4_R.vcf	orf6	0	0	0	0	146	37	0	0	0	0	*	*	*
vcfs_1.25.21/Cat_4_R.vcf	orf7a	0	0	0	0	274.333333333333	88.6666666666667	0	0	0	0	*	*	*
vcfs_1.25.21/Cat_4_R.vcf	orf8	0	0	0	0	280.166666666667	82.8333333333333	0	0	0	0	*	*	*
