file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
vcfs_1.25.21/Cat_6_R.vcf	E	0	0	0	0	164.166666666667	60.8333333333334	0	0	0	0	*	*	*
vcfs_1.25.21/Cat_6_R.vcf	M	0	0	0	0	502.333333333334	163.666666666667	0	0	0	0	*	*	*
vcfs_1.25.21/Cat_6_R.vcf	N	0	0	0	0	959.166666666664	297.833333333333	0	0	0	0	*	*	*
vcfs_1.25.21/Cat_6_R.vcf	S	0.139156996958733	0	2.027492	0	2925.31500533333	893.68499466667	4.75699186942354e-05	0	0.000693085016931015	0	0.0463670387466667	0.0463670387466667	*
vcfs_1.25.21/Cat_6_R.vcf	orf10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
vcfs_1.25.21/Cat_6_R.vcf	orf1ab	0.426375325424227	0	0.235531	0	16372.3524556662	4915.64754433332	2.60423984017438e-05	0	1.43858984613104e-05	0	0.142041675534	0.142041675534	*
vcfs_1.25.21/Cat_6_R.vcf	orf3a	0	0	0	0	628.333333333333	196.666666666667	0	0	0	0	*	*	*
vcfs_1.25.21/Cat_6_R.vcf	orf6	0	0	0	0	146	37	0	0	0	0	*	*	*
vcfs_1.25.21/Cat_6_R.vcf	orf7a	0	0	0	0	274.333333333333	88.6666666666667	0	0	0	0	*	*	*
vcfs_1.25.21/Cat_6_R.vcf	orf8	0	0	0	0	280.166666666667	82.8333333333333	0	0	0	0	*	*	*
