file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
vcfs_1.25.21/Dog_3_R.vcf	E	0	0	0	0	164.166666666667	60.8333333333334	0	0	0	0	*	*	*
vcfs_1.25.21/Dog_3_R.vcf	M	0.0947450782626731	0	0.049808	0	502.349936	163.650064	0.000188603743074176	0	9.91500076552214e-05	0	0.0946543262719999	0.0946543262719999	*
vcfs_1.25.21/Dog_3_R.vcf	N	0.36399611311755	0.486656261387466	0.237668	0.418198	959.245889333331	297.754110666667	0.00037946069632941	0.00163442331760878	0.000247765461017693	0.00140450789768666	0.424490354572	0.362363843552	0.486616865592
vcfs_1.25.21/Dog_3_R.vcf	S	0.865712973447179	0	1.192908	0	2926.43875999999	892.561240000004	0.000295824735948748	0	0.000407631287661049	0	0.288384402350667	0.288384402350667	*
vcfs_1.25.21/Dog_3_R.vcf	orf10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
vcfs_1.25.21/Dog_3_R.vcf	orf1ab	3.82337065800211	0.404355234480188	4.026861	0.252383	16372.5962113328	4915.40378866665	0.000233522564695979	8.2262872363101e-05	0.000245951280299252	5.13453239756039e-05	0.351669487538667	0.3815754187178	0.202139831643
vcfs_1.25.21/Dog_3_R.vcf	orf3a	0	0	0	0	628.333333333333	196.666666666667	0	0	0	0	*	*	*
vcfs_1.25.21/Dog_3_R.vcf	orf6	0	0	0	0	146	37	0	0	0	0	*	*	*
vcfs_1.25.21/Dog_3_R.vcf	orf7a	0.12846018845147	0	0.068945	0	274.356315	88.643685	0.000468223916958025	0	0.000251297295635422	0	0.12838317395	0.12838317395	*
vcfs_1.25.21/Dog_3_R.vcf	orf8	0.566153746242249	0	0.482448	0	280.179149	82.820851	0.00202068479493543	0	0.00172192685188005	0	0.28301983219	0.28301983219	*
