file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
vcfs_1.25.21/Hamster_2_R.vcf	E	0	0	0	0	164.166666666667	60.8333333333334	0	0	0	0	*	*	*
vcfs_1.25.21/Hamster_2_R.vcf	M	0.394669842061508	0	0.72992	0	502.57664	163.42336	0.000785292850184018	0	0.00145235560490834	0	0.3942735872	0.3942735872	*
vcfs_1.25.21/Hamster_2_R.vcf	N	0.374863391823126	0	0.750168	0	959.166666666664	297.833333333333	0.000390821954985015	0	0.00078210390964379	0	0.374831943552	0.374831943552	*
vcfs_1.25.21/Hamster_2_R.vcf	S	1.53784151629314	0	1.403742	0	2926.69685466666	892.303145333337	0.000525452956920027	0	0.000479633549255952	0	0.255943415001333	0.255943415001333	*
vcfs_1.25.21/Hamster_2_R.vcf	orf10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
vcfs_1.25.21/Hamster_2_R.vcf	orf1ab	0.98458369797695	0	0.618256	0	16372.4073056662	4915.59269433332	6.0136770335307e-05	0	3.77620705652756e-05	0	0.164043117271333	0.164043117271333	*
vcfs_1.25.21/Hamster_2_R.vcf	orf3a	0	0	0	0	628.333333333333	196.666666666667	0	0	0	0	*	*	*
vcfs_1.25.21/Hamster_2_R.vcf	orf6	0	0	0	0	146	37	0	0	0	0	*	*	*
vcfs_1.25.21/Hamster_2_R.vcf	orf7a	0	0	0	0	274.333333333333	88.6666666666667	0	0	0	0	*	*	*
vcfs_1.25.21/Hamster_2_R.vcf	orf8	0	0	0	0	280.166666666667	82.8333333333333	0	0	0	0	*	*	*
