file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
vcfs_1.25.21/Hamster_3_R.vcf	E	0	0	0	0	164.166666666667	60.8333333333334	0	0	0	0	*	*	*
vcfs_1.25.21/Hamster_3_R.vcf	M	0.454655184077752	0	0.651297	0	502.550432333334	163.449567666667	0.000904695638140823	0	0.00129598336424871	0	0.454218435582	0.454218435582	*
vcfs_1.25.21/Hamster_3_R.vcf	N	0.443143306552165	0.0906896838002926	0.668665	0.047609	959.166666666664	297.833333333333	0.00046200866017602	0.000304498098937748	0.000697131190269333	0.000159851147174035	0.266894500894	0.44310423555	0.0906847662379999
vcfs_1.25.21/Hamster_3_R.vcf	S	1.36225914315892	0	0.985083	0	2926.39964666666	892.600353333337	0.000465506871117422	0	0.000336619436488132	0	0.226940776358333	0.226940776358333	*
vcfs_1.25.21/Hamster_3_R.vcf	orf10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
vcfs_1.25.21/Hamster_3_R.vcf	orf1ab	1.68749979235876	0.155033959081935	1.0553	0.084564	16372.6990753328	4915.30092466665	0.000103067904967554	3.15410920832786e-05	6.44548583678496e-05	1.72042365861323e-05	0.153060446508333	0.152899954390182	0.154825859808
vcfs_1.25.21/Hamster_3_R.vcf	orf3a	0	0	0	0	628.333333333333	196.666666666667	0	0	0	0	*	*	*
vcfs_1.25.21/Hamster_3_R.vcf	orf6	0.133268563873373	0	0.071749	0	145.976083666667	37.0239163333333	0.000912947933153823	0	0.000491512021680465	0	0.133202161998	0.133202161998	*
vcfs_1.25.21/Hamster_3_R.vcf	orf7a	0	0	0	0	274.333333333333	88.6666666666667	0	0	0	0	*	*	*
vcfs_1.25.21/Hamster_3_R.vcf	orf8	0	0	0	0	280.166666666667	82.8333333333333	0	0	0	0	*	*	*
