file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
vcfs_1.25.21/Dog_2_R.vcf	E	0	0	0	0	164.166666666667	60.8333333333334	0	0	0	0	*	*	*
vcfs_1.25.21/Dog_2_R.vcf	M	0.441837197341312	0	0.328407	0	502.442802333334	163.557197666667	0.000879378100928961	0	0.000653620667815092	0	0.441111684702	0.441111684702	*
vcfs_1.25.21/Dog_2_R.vcf	N	0.489919967425532	0.201391766967546	0.42868	0.113592	959.166666666664	297.833333333333	0.000510776681938002	0.000676189480584934	0.000446929626411817	0.000381394515948517	0.345602315136	0.4898269152	0.201377715072
vcfs_1.25.21/Dog_2_R.vcf	S	1.77778620604193	0	1.102603	0	2926.30895433333	892.69104566667	0.000607518287981641	0	0.000376789675050287	0	0.22201588196225	0.22201588196225	*
vcfs_1.25.21/Dog_2_R.vcf	orf10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
vcfs_1.25.21/Dog_2_R.vcf	orf1ab	2.75854348441526	0.860882854256255	1.587985	0.528688	16372.2685981662	4915.73140183332	0.000168488775265038	0.000175128131275681	9.69923618390837e-05	0.000107550221275887	0.190375897083895	0.1837835251764	0.215097291737
vcfs_1.25.21/Dog_2_R.vcf	orf3a	0.3729601193472	0	0.242424	0	628.252525333333	196.747474666667	0.000593646828795981	0	0.000385870315238887	0	0.367309208448	0.367309208448	*
vcfs_1.25.21/Dog_2_R.vcf	orf6	0	0	0	0	146	37	0	0	0	0	*	*	*
vcfs_1.25.21/Dog_2_R.vcf	orf7a	0	0	0	0	274.333333333333	88.6666666666667	0	0	0	0	*	*	*
vcfs_1.25.21/Dog_2_R.vcf	orf8	0.176021619329197	0.229637390536381	0.0975	0.132319	280.166666666667	82.8333333333333	0.000628274667445083	0.00277228238072089	0.000348007138607972	0.00159741247484909	0.202804432239	0.1759875	0.229621364478
